Semester,Week,Date,WeekDay,Session Title,Player Name,Split Name,Tags,NewTags,Split Start Time,Split End Time,Duration,Distance (miles),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
1,8,44850,7,vs. Wagner,McCann,3Q,game,game,44850.57954,44850.59573,1399,1.5721,58.258,17,302.2012,0,0.0,0.0,118.9282,6.6112,108.5093,8.6072,46.8444,0,4.8334,5.6283,0.8203,0.5806,0.135,0.026,0.0102,1085.7,257.5,45.6,7.7,2.6,41,0,0,0,0,0,13,2,1,1,0.6549,0.1302,0.0319,0.0098,0.0011,593.8,94.4,19.1,5.8,0.7,0.5912,0.1149,0.0288,0.0057,0.0037,562.4,90.6,24.0,5.0,3.3,0.2247,0.3296,0.4237,0.3446,0.1364,0.064,0.0192,0.0095,0.0041,0.0046,0.0116,597.7,312.9,235.7,149.9,55.2,26.0,8.1,4.2,1.6,2.0,5.8,0.0,0.0,0.0,0.0,0.0,0,56,48,9,9,0,64,34,13,5
1,8,44850,7,vs. Wagner,Medico,3Q,game,game,44850.57954,44850.59573,1399,0.0256,0.0,0,4.0748,0,0.0,0.0,2.4709,1.3645,1.7638,0.1161,0.0,0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,1399.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0134,0.0003,0.0,0.0,0.0,53.8,0.7,0.0,0.0,0.0,0.0118,0.0001,0.0,0.0,0.0,1344.1,0.5,0.0,0.0,0.0,0.0234,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,8,44850,7,vs. Wagner,Rodrigo,3Q,game,game,44850.57954,44850.59573,1399,1.0824,35.14,5,202.216,0,0.0,0.0,79.9282,6.1689,74.7105,5.759,28.1875,0,4.8371,4.295,0.8566,0.1777,0.0262,0.0184,0.0034,1303.4,80.7,8.9,5.3,0.9,12,0,0,0,0,0,4,1,0,0,0.4205,0.0833,0.027,0.0119,0.0012,571.5,73.2,17.3,7.0,0.7,0.4388,0.0788,0.0154,0.0045,0.0009,636.6,72.4,15.0,4.6,0.9,0.3118,0.3558,0.2186,0.0931,0.0453,0.0281,0.0119,0.0061,0.0058,0.0032,0.0027,810.2,366.3,132.1,45.0,20.0,12.1,5.6,2.5,2.5,1.6,1.3,0.0,0.0,0.0,0.0,0.0,0,55,21,4,7,0,42,26,22,5
1,8,44850,7,vs. Wagner,Ferriolo,3Q,game,game,44850.57954,44850.59573,1399,0.0923,0.0,0,14.5495,0,0.0,0.0,19.2585,1.4267,6.3733,0.4144,0.0429,0,0.0,0.0,0.0923,0.0,0.0,0.0,0.0,1399.2,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0.0483,0.0017,0.0001,0.0,0.0,487.9,3.7,0.2,0.0,0.0,0.0413,0.0009,0.0,0.0,0.0,903.4,4.0,0.0,0.0,0.0,0.088,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.7,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,8,44850,7,vs. Wagner,Burns,3Q,game,game,44850.57954,44850.59573,1399,0.0644,0.0,0,10.3689,0,0.0,0.0,8.1949,3.4022,4.445,0.2953,1.3293,0,0.0,0.0,0.0538,0.0106,0.0,0.0,0.0,1394.0,5.2,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0.0368,0.001,0.0001,0.0,0.0,174.9,2.1,0.1,0.0,0.0,0.0263,0.0003,0.0,0.0,0.0,1221.1,1.0,0.0,0.0,0.0,0.0339,0.0127,0.0131,0.0037,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,1378.5,11.4,7.1,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,8,44850,7,vs. Wagner,Wasyliw,3Q,game,game,44850.57954,44850.59573,1399,1.1226,79.336,11,82.0813,0,0.0,0.0,82.9493,6.5334,77.4847,6.0605,37.6787,0,4.6356,5.2489,0.6728,0.3177,0.0828,0.0399,0.0094,1214.9,142.4,27.8,11.7,2.4,20,0,0,0,0,0,5,5,1,0,0.4673,0.0899,0.0178,0.0073,0.0026,561.1,61.6,10.9,4.4,1.3,0.4342,0.0827,0.0153,0.0043,0.0013,680.6,61.8,12.7,3.7,1.1,0.1343,0.3689,0.2552,0.1812,0.0974,0.0404,0.0216,0.0095,0.0073,0.0029,0.0039,749.1,353.0,144.9,79.9,37.8,16.2,8.3,3.4,3.0,1.3,2.3,0.0,0.0,0.0,0.0,0.0,0,47,18,11,4,0,43,20,11,4
1,8,44850,7,vs. Wagner,Balduzzi,3Q,game,game,44850.57954,44850.59573,1399,1.2731,86.569,9,238.1515,0,0.0,0.0,83.6197,6.7245,87.8707,6.7829,36.5807,0,5.4708,5.3423,0.8494,0.2916,0.0783,0.0364,0.0174,1223.8,134.0,26.3,10.6,4.4,13,0,0,0,0,0,3,4,2,0,0.5013,0.0894,0.031,0.0108,0.0035,585.7,71.8,19.6,6.3,2.1,0.5272,0.0897,0.0153,0.0036,0.0014,616.1,76.8,14.8,4.4,1.5,0.2541,0.3839,0.3052,0.1561,0.0868,0.0442,0.0245,0.0076,0.0056,0.0026,0.0025,695.5,387.9,174.2,73.1,34.3,16.6,9.4,2.9,2.3,1.3,1.6,0.0,0.0,0.0,0.0,0.0,0,67,18,7,7,0,58,33,12,9
1,9,44855,5,vs. SLU,Pla,3Q,game,game,44855.58005,44855.5935,1162,0.979,42.819,7,182.4903,0,0.0,0.0,64.0187,7.0712,81.3513,6.2576,31.4259,0,6.0,3.8852,0.7076,0.2182,0.0266,0.0168,0.0098,1044.1,101.6,9.0,5.0,2.4,5,0,0,0,0,0,6,1,0,0,0.4051,0.0614,0.0193,0.0085,0.0061,505.1,47.2,11.1,4.5,3.2,0.3829,0.074,0.019,0.0026,0.0001,514.4,58.9,14.9,2.5,0.3,0.271,0.2827,0.2248,0.0945,0.0558,0.0193,0.0093,0.0083,0.0049,0.0033,0.005,656.8,283.8,128.5,47.2,24.8,8.4,4.0,3.5,2.0,1.2,1.9,0.0,0.0,0.0,0.0,0.0,0,48,25,9,0,0,39,19,9,9
1,9,44855,5,vs. SLU,Rodrigo,3Q,game,game,44855.58005,44855.5935,1162,0.9745,38.727,7,184.0894,0,0.0,0.0,75.5876,6.1156,80.979,6.3125,32.2175,0,4.3556,4.1852,0.733,0.1755,0.0419,0.0225,0.0015,1060.6,80.4,14.1,6.6,0.4,8,0,0,0,0,0,5,1,1,0,0.3957,0.0794,0.0295,0.0062,0.0007,491.1,68.2,19.4,3.7,0.3,0.3654,0.0725,0.0201,0.0044,0.0006,486.1,70.1,18.4,4.2,0.6,0.2413,0.3351,0.2041,0.0907,0.0466,0.0277,0.0113,0.0068,0.0043,0.0029,0.0038,615.7,334.5,124.3,43.7,19.2,11.4,5.0,3.0,2.3,1.2,1.8,0.0,0.0,0.0,0.0,0.0,0,47,24,14,2,0,40,33,14,2
1,9,44855,5,vs. SLU,Ferriolo,3Q,game,game,44855.58005,44855.5935,159,0.0336,0.0,0,5.5386,0,0.0,0.0,3.329,3.0356,20.4087,1.3837,10.0313,0,0.0,0.0,0.0323,0.0013,0.0,0.0,0.0,158.8,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0159,0.0008,0.0,0.0,0.0,66.3,1.0,0.0,0.0,0.0,0.0165,0.0004,0.0,0.0,0.0,91.1,1.1,0.0,0.0,0.0,0.0107,0.0167,0.0051,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.4,15.3,3.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0
1,9,44855,5,vs. SLU,Medico,3Q,game,game,44855.58005,44855.5935,1162,0.034,0.0,0,5.4501,0,0.0,0.0,2.8977,2.48,2.8221,0.1869,1.2478,0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,1162.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0001,0.0,0.0,0.0,54.4,0.3,0.0,0.0,0.0,0.0165,0.0001,0.0,0.0,0.0,1106.8,0.5,0.0,0.0,0.0,0.0128,0.0192,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.8,17.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,9,44855,5,vs. SLU,Wasyliw,3Q,game,game,44855.58005,44855.5935,1162,0.7738,51.863,7,56.4568,0,0.0,0.0,56.2836,6.4889,64.2999,5.0193,31.9966,0,4.8849,5.72,0.4749,0.2069,0.0598,0.0212,0.0111,1040.9,91.9,20.3,6.1,2.8,24,0,0,0,0,0,3,3,0,1,0.3008,0.0671,0.018,0.0035,0.0011,344.0,45.0,11.4,2.2,0.6,0.3106,0.0567,0.0136,0.0021,0.0002,702.1,43.9,10.7,1.8,0.3,0.0927,0.2763,0.1514,0.1327,0.0599,0.0284,0.0162,0.0089,0.0033,0.0018,0.0019,699.2,269.9,87.0,58.5,23.6,10.9,6.4,3.4,1.4,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0,26,27,6,1,0,28,23,8,3
1,9,44855,5,vs. SLU,Balduzzi,3Q,game,game,44855.58005,44855.5935,1162,1.103,70.953,8,202.5692,0,0.0,0.0,65.2818,7.1023,91.6583,6.9461,42.3199,0,5.8889,3.5693,0.7219,0.2849,0.0521,0.0273,0.0168,1003.1,129.2,17.8,7.9,4.1,1,0,0,0,0,0,3,4,1,0,0.4535,0.0824,0.0129,0.0049,0.0026,455.6,60.0,9.4,2.6,1.3,0.4602,0.0703,0.0124,0.0037,0.0,558.5,61.1,10.2,3.2,0.2,0.1668,0.3849,0.2681,0.1599,0.0662,0.0211,0.0175,0.006,0.0044,0.0036,0.0045,500.9,388.9,152.2,72.5,26.7,8.0,5.7,2.4,1.4,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0,51,22,9,0,0,43,21,6,3
1,9,44855,5,vs. SLU,Burns,3Q,game,game,44855.58005,44855.5935,1162,0.1003,0.0,0,16.9282,0,0.0,0.0,8.712,3.96,8.3372,0.5805,3.4507,0,2.4408,2.3889,0.0599,0.0402,0.0003,0.0,0.0,1143.2,18.8,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0538,0.0022,0.0008,0.0001,0.0,139.3,2.2,0.8,0.1,0.0,0.041,0.0021,0.0004,0.0,0.0,1017.2,2.1,0.4,0.0,0.0,0.0258,0.023,0.0341,0.0149,0.0023,0.0,0.0002,0.0,0.0,0.0,0.0,1113.8,22.4,17.8,6.9,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0,0,0,1,1,0,0
1,9,44855,5,vs. SLU,McCann,3Q,game,game,44855.58005,44855.5935,1162,1.3134,27.462,5,246.8585,0,0.0,0.0,101.0929,6.4089,109.1409,8.4648,51.8544,0,4.4178,4.5823,0.7685,0.4716,0.0563,0.0093,0.0078,924.7,213.5,19.2,2.7,2.0,23,0,0,0,0,0,2,2,1,0,0.5289,0.1033,0.03,0.0048,0.0003,483.2,77.4,19.7,2.8,0.2,0.5279,0.0937,0.0221,0.0019,0.0003,478.9,77.1,20.3,2.2,0.3,0.1707,0.2918,0.45,0.2476,0.0895,0.0367,0.0147,0.0065,0.0025,0.0018,0.0014,462.1,264.1,255.7,113.1,39.5,16.0,6.3,2.9,0.9,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0,58,46,6,1,0,61,36,8,4
1,10,44862,5,vs. SJU,Balduzzi,3Q,game,game,44862.65804,44862.67168,1179,1.2497,91.803,8,233.7674,0,0.0,0.0,74.5548,6.2489,102.3473,7.903,48.4262,0,4.0485,3.8778,0.789,0.3564,0.0472,0.0459,0.0111,985.3,161.4,15.9,13.2,2.9,4,0,0,0,0,0,4,4,0,0,0.4929,0.1096,0.0249,0.0078,0.0002,481.5,76.7,15.5,3.6,0.1,0.4935,0.1038,0.015,0.0019,0.0,506.9,78.1,13.8,2.5,0.0,0.1745,0.395,0.3144,0.2049,0.0796,0.0373,0.0181,0.0152,0.0065,0.0037,0.0005,453.5,385.7,180.7,96.0,32.5,13.6,6.7,5.8,2.4,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0,62,31,5,0,0,55,32,12,1
1,10,44862,5,vs. SJU,Ferriolo,3Q,game,game,44862.65804,44862.67168,1179,0.0756,0.0,0,11.92,0,0.0,0.0,15.9334,1.8045,6.1938,0.403,0.526,107,0.0,0.0,0.0756,0.0,0.0,0.0,0.0,1178.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0423,0.0004,0.0001,0.0,0.0,421.0,0.6,0.1,0.0,0.0,0.0319,0.001,0.0,0.0,0.0,754.6,2.4,0.0,0.0,0.0,0.0594,0.0161,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.2,18.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.6,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0
1,10,44862,5,vs. SJU,Burns,3Q,game,game,44862.65804,44862.67168,1179,0.1316,0.0,0,22.7389,0,0.0,0.0,10.905,4.1867,10.777,0.7687,4.8104,101,2.947,0.0,0.0702,0.0608,0.0006,0.0,0.0,1151.0,27.5,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0655,0.0043,0.0006,0.0,0.0,154.6,4.0,0.6,0.0,0.0,0.0571,0.004,0.0,0.0,0.0,1015.5,4.0,0.0,0.0,0.0,0.0258,0.0241,0.0498,0.0273,0.0039,0.0007,0.0,0.0,0.0,0.0,0.0,1115.8,22.5,26.5,11.9,1.7,0.3,0.0,0.0,0.0,0.0,0.0,1178.6,0.0,0.0,0.0,0.0,0,9,0,0,0,0,3,2,0,0
1,10,44862,5,vs. SJU,Medico,3Q,game,game,44862.65804,44862.67168,1179,0.0305,0.0,0,4.8279,0,0.46,0.0,2.7583,1.4667,2.4954,0.1632,0.0509,126,0.0,0.0,0.0305,0.0,0.0,0.0,0.0,1178.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0154,0.0006,0.0,0.0,0.0,53.5,1.0,0.0,0.0,0.0,0.0142,0.0003,0.0,0.0,0.0,1123.6,0.6,0.0,0.0,0.0,0.0265,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.0,27.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
1,10,44862,5,vs. SJU,McCann,3Q,game,game,44862.65804,44862.67168,1179,1.3738,101.233,8,261.8474,0,73.0932,14.6267,101.0382,6.4845,112.5126,8.8523,55.2303,192,4.2667,3.8852,0.8131,0.4481,0.0497,0.0462,0.0167,939.9,204.5,16.8,13.2,4.3,28,0,0,0,0,0,5,2,0,1,0.5307,0.1301,0.0339,0.0056,0.0004,463.8,90.9,22.2,3.7,0.3,0.5233,0.1242,0.0225,0.0031,0.0001,476.4,98.4,19.5,3.4,0.1,0.1398,0.3589,0.4477,0.2257,0.1037,0.0461,0.0272,0.0147,0.0078,0.0012,0.0009,404.2,331.8,255.0,105.4,43.6,18.1,10.8,5.8,3.1,0.5,0.4,26.5,118.7,166.7,866.7,0.0,0,72,44,10,0,0,64,38,15,2
1,10,44862,5,vs. SJU,Pla,3Q,game,game,44862.65804,44862.67168,1179,1.2447,83.303,10,231.8098,0,0.0,0.0,80.7918,6.3734,101.9399,7.8368,46.6107,80,4.3297,4.5445,0.8531,0.2658,0.074,0.0421,0.0096,1019.2,119.7,25.1,12.2,2.5,5,0,0,0,0,0,3,5,1,1,0.4776,0.1121,0.0189,0.0075,0.0008,478.8,76.4,12.0,4.1,0.5,0.5167,0.0954,0.0135,0.0019,0.0004,518.4,75.1,11.6,1.6,0.2,0.2136,0.4197,0.2687,0.1725,0.0872,0.0474,0.02,0.0077,0.005,0.0008,0.0022,464.3,408.8,158.7,79.8,35.1,18.1,7.7,3.0,1.8,0.3,1.1,1178.6,0.0,0.0,0.0,0.0,0,69,34,6,1,0,70,25,11,2
1,10,44862,5,vs. SJU,Rodrigo,3Q,game,game,44862.65804,44862.67168,1179,1.203,15.65,3,224.832,0,8.9483,0.0,91.2911,6.0023,98.5267,7.6016,46.3771,131,4.8687,5.2134,0.8242,0.3218,0.0473,0.0067,0.0031,1014.5,145.2,16.2,1.9,0.8,18,0,0,0,0,0,2,1,0,0,0.4633,0.0939,0.027,0.0087,0.0014,469.7,72.5,17.7,5.3,0.9,0.5083,0.0796,0.0168,0.0033,0.0007,520.0,73.9,14.9,3.1,0.6,0.1902,0.3974,0.3282,0.1802,0.0597,0.025,0.0099,0.0042,0.0025,0.0017,0.004,478.0,380.1,190.8,82.7,25.5,11.1,4.5,2.0,1.3,0.8,1.8,641.6,536.9,0.0,0.0,0.0,0,71,23,9,2,0,49,38,9,7
1,10,44862,5,vs. SJU,Wasyliw,3Q,game,game,44862.65804,44862.67168,1179,0.3355,9.386,4,24.132,1,11.577,1.6067,33.3752,5.8178,27.4807,2.1151,10.5201,173,4.3192,3.3697,0.1994,0.0933,0.0369,0.0058,0.0,1123.6,40.8,12.6,1.7,0.0,19,1,0,0,0,0,2,2,0,0,0.1321,0.025,0.0054,0.0033,0.0011,361.7,17.6,3.3,1.6,0.6,0.1398,0.024,0.0044,0.0003,0.0,771.3,18.8,3.5,0.3,0.0,0.0858,0.0736,0.0584,0.0625,0.0333,0.0112,0.005,0.0031,0.0007,0.0019,0.0,1025.1,72.0,33.2,26.4,13.0,4.4,2.3,1.3,0.3,0.7,0.0,885.9,106.5,108.6,77.6,0.0,0,11,5,3,0,0,12,5,1,3
1,10,44864,7,vs. Fairfield,Balduzzi,3Q,game,game,44864.57583,44864.59032,1252,1.197,36.982,3,220.131,0,0.0,0.0,72.0698,6.1289,92.3202,7.0063,44.8243,96,4.9852,4.2408,0.8814,0.2611,0.0315,0.0192,0.0038,1112.6,122.2,10.7,5.5,1.0,9,0,0,0,0,0,0,3,0,0,0.4577,0.0996,0.0221,0.0075,0.0019,496.2,75.5,14.8,4.8,1.1,0.5068,0.0862,0.0131,0.0018,0.0003,572.3,74.0,10.8,2.2,0.3,0.1829,0.4548,0.3353,0.1295,0.0506,0.0221,0.0091,0.0062,0.0027,0.0009,0.0029,501.1,449.6,196.1,64.7,22.1,9.6,3.5,2.5,1.1,0.4,1.3,1251.9,0.0,0.0,0.0,0.0,0,61,32,5,1,0,55,30,13,7
1,10,44864,7,vs. Fairfield,Wasyliw,3Q,game,game,44864.57583,44864.59032,1252,1.214,110.231,12,90.3659,0,56.493,9.83,87.3676,6.6534,93.6326,7.4567,44.3051,187,4.5293,5.1677,0.6903,0.3669,0.0883,0.0485,0.02,1039.0,164.2,29.6,14.1,5.1,19,0,0,0,0,0,6,3,1,2,0.4605,0.1168,0.0295,0.0061,0.0007,480.7,79.7,16.2,3.0,0.3,0.4655,0.1087,0.0214,0.0038,0.001,573.7,80.1,14.8,2.7,0.8,0.1372,0.3565,0.2892,0.2081,0.1084,0.0554,0.02,0.0138,0.0111,0.0068,0.0075,564.2,345.9,162.9,92.4,43.1,20.4,7.8,5.0,4.5,2.7,3.1,163.2,229.3,307.4,552.0,0.0,0,53,35,7,2,0,57,31,12,1
1,10,44864,7,vs. Fairfield,Ferriolo,3Q,game,game,44864.57583,44864.59032,1252,0.093,0.0,0,14.7055,0,0.0,0.0,11.8516,1.6289,7.1722,0.4681,1.0464,95,0.0,0.0,0.093,0.0,0.0,0.0,0.0,1251.9,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0471,0.0019,0.0,0.0,0.0,293.2,4.4,0.0,0.0,0.0,0.0432,0.0007,0.0,0.0,0.0,951.0,3.3,0.0,0.0,0.0,0.0673,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.4,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,10,44864,7,vs. Fairfield,McCann,3Q,game,game,44864.57583,44864.59032,1252,1.2345,40.198,7,230.6527,0,51.0722,7.385,88.8276,6.02,95.2116,7.3418,46.4254,184,5.4815,4.6371,0.8618,0.3049,0.0428,0.0216,0.0034,1089.3,141.0,14.5,6.2,0.9,14,0,0,0,0,0,5,1,1,0,0.5218,0.089,0.0235,0.0061,0.0025,542.3,65.0,15.6,3.7,1.7,0.48,0.089,0.0188,0.0031,0.0007,527.3,75.4,15.9,4.3,0.7,0.1875,0.3634,0.4061,0.156,0.0585,0.0332,0.0157,0.0058,0.0049,0.0015,0.0018,559.8,328.1,236.2,74.8,25.6,13.8,6.9,2.8,2.1,0.8,1.0,171.2,245.7,408.4,426.7,0.0,0,57,30,12,4,0,53,26,9,7
1,10,44864,7,vs. Fairfield,Medico,3Q,game,game,44864.57583,44864.59032,1252,0.4934,4.295,4,95.265,0,0.0,0.0,30.3357,5.2756,38.0505,3.0321,18.3866,70,5.0845,4.5186,0.2468,0.1945,0.0495,0.0027,0.0,1148.5,86.0,16.7,0.8,0.0,1,0,0,0,0,0,2,2,0,0,0.1782,0.0505,0.0137,0.0038,0.0013,184.1,31.3,8.5,2.1,0.6,0.1898,0.0476,0.0077,0.0007,0.0001,983.7,34.3,6.2,0.9,0.3,0.049,0.1012,0.1337,0.1235,0.0502,0.0233,0.0079,0.0028,0.001,0.0002,0.0004,990.6,94.9,74.6,55.1,21.6,9.5,3.5,1.3,0.6,0.1,0.2,1251.9,0.0,0.0,0.0,0.0,0,26,15,3,1,0,15,15,9,2
1,10,44864,7,vs. Fairfield,Burns,3Q,game,game,44864.57583,44864.59032,1252,0.0627,0.0,0,9.7453,0,0.0,0.0,7.9544,1.3311,4.8348,0.3102,0.008,0,0.0,0.0,0.0627,0.0,0.0,0.0,0.0,1252.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0.032,0.0007,0.0,0.0,0.0,197.9,1.2,0.0,0.0,0.0,0.0298,0.0002,0.0,0.0,0.0,1052.1,0.8,0.0,0.0,0.0,0.0596,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,10,44864,7,vs. Fairfield,Rodrigo,3Q,game,game,44864.57583,44864.59032,1252,1.164,59.03,8,215.7859,0,0.0,0.0,82.9738,6.3001,89.7732,6.868,38.0272,112,4.5482,4.9112,0.8218,0.2594,0.0461,0.0262,0.0105,1108.7,117.4,15.6,7.6,2.7,32,0,0,0,0,0,5,2,1,0,0.4671,0.0929,0.0298,0.0035,0.0004,536.2,66.2,18.7,2.0,0.2,0.4718,0.0766,0.0179,0.0036,0.0004,540.8,69.0,15.5,3.0,0.4,0.2264,0.4155,0.2559,0.1338,0.0651,0.0287,0.0178,0.0075,0.0072,0.002,0.0042,569.7,417.6,148.4,62.3,26.9,11.4,7.7,2.7,2.7,0.8,1.8,1251.9,0.0,0.0,0.0,0.0,0,49,21,9,2,0,41,31,8,2
