Semester,Week,Date,WeekDay,Session Title,Player Name,Split Name,Tags,NewTags,Split Start Time,Split End Time,Duration,Distance (miles),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
1,1,44799,5,Vs. Bryant,Pla,all,game,game,44799.62921,44799.7429,9824,3.2135,74.512,9,559.6744,0,0.0,0.0,222.1741,6.7801,31.5862,2.2725,8.7392,0,5.0186,4.6593,2.6868,0.3851,0.0953,0.0307,0.0156,9605.5,172.8,32.4,8.9,3.9,9,0,0,0,0,0,4,2,2,1,1.4653,0.1593,0.0349,0.0121,0.0032,2981.8,146.8,25.7,8.1,2.0,1.3561,0.1508,0.0266,0.004,0.0011,6466.6,158.8,27.1,5.2,1.4,1.4323,0.9506,0.3848,0.2541,0.1008,0.0427,0.0282,0.0118,0.0038,0.0024,0.0021,8406.8,989.3,230.1,117.5,42.3,17.7,10.5,5.2,1.7,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0,107,49,9,2,0,94,47,17,8
1,1,44799,5,Vs. Bryant,Wasyliw,all,game,game,44799.62899,44799.74427,9960,2.4115,6.957,7,166.1531,0,0.0,0.0,198.3107,5.3889,23.3789,1.7239,7.0713,0,4.5645,5.1677,2.0383,0.3142,0.0547,0.0043,0.0,9798.3,141.8,18.6,1.3,0.0,35,0,0,0,0,0,7,0,0,0,1.0749,0.1579,0.0381,0.0135,0.0023,2465.3,159.7,30.6,8.9,1.1,0.9528,0.133,0.0318,0.0056,0.0017,7083.8,167.7,34.1,7.0,1.8,0.96,0.8214,0.3195,0.1844,0.0641,0.0276,0.0154,0.0083,0.005,0.0017,0.004,8759.2,858.1,194.3,87.6,29.6,13.5,7.5,4.3,2.8,0.8,2.3,0.0,0.0,0.0,0.0,0.0,0,109,49,15,8,0,79,55,19,7
1,1,44799,5,Vs. Bryant,McCann,all,game,game,44799.81099,44799.82403,1127,0.4463,15.545,1,75.9965,0,0.0,0.0,37.8804,5.8667,38.2345,2.6876,9.1498,0,3.2045,3.2926,0.399,0.0352,0.0023,0.0089,0.0008,1106.3,16.9,0.8,2.6,0.2,4,0,0,0,0,0,1,0,0,0,0.2118,0.0198,0.0031,0.0005,0.0,503.3,19.0,2.6,0.3,0.0,0.1917,0.017,0.0019,0.0006,0.0,576.9,22.4,1.7,0.6,0.0,0.2502,0.1016,0.062,0.0135,0.0087,0.0048,0.0033,0.0017,0.0002,0.0002,0.0,974.2,100.9,37.1,7.1,3.6,1.8,1.2,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,17,3,2,0,0,14,7,1,0
1,1,44799,5,Vs. Bryant,Medico,all,game,game,44799.84072,44799.90796,5809,0.5743,0.0,0,95.8615,0,0.0,0.0,48.2829,4.3911,9.5462,0.6576,3.0074,0,3.3899,3.293,0.5394,0.0327,0.0022,0.0,0.0,5793.8,14.5,0.8,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.2818,0.0179,0.0036,0.0007,0.0,743.2,23.8,3.5,0.6,0.0,0.2544,0.0124,0.003,0.0005,0.0001,5011.0,21.5,4.4,0.9,0.2,0.2711,0.2259,0.0489,0.022,0.0045,0.0011,0.0003,0.0006,0.0001,0.0,0.0,5540.5,223.9,30.5,10.7,2.2,0.7,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,8,1,0,0,9,9,1,0
1,1,44799,5,Vs. Bryant,Medico,all,game,game,44799.62932,44799.74343,9859,1.6886,3.196,3,295.6257,0,0.0,0.0,126.5557,5.1023,16.5386,1.1949,5.4761,0,4.6089,3.9867,1.5652,0.1084,0.0131,0.002,0.0,9803.1,51.1,4.4,0.6,0.0,4,0,0,0,0,0,3,0,0,0,0.7857,0.0978,0.0182,0.0045,0.0006,1569.0,101.8,14.7,2.9,0.4,0.6746,0.0861,0.0177,0.0034,0.0,8030.3,117.0,18.9,4.2,0.0,0.6536,0.6929,0.2313,0.0629,0.0226,0.0103,0.0061,0.0052,0.0021,0.0007,0.0009,8948.9,702.5,146.2,35.7,12.5,5.4,3.2,2.8,1.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0,85,32,13,1,0,66,26,8,2
1,1,44799,5,Vs. Bryant,McCann,all,game,game,44799.62902,44799.74299,9847,2.9987,58.196,13,538.803,0,0.0,0.0,211.2137,5.7712,29.4054,2.1847,9.0127,0,6.0,5.0371,2.3908,0.4501,0.1216,0.0362,0.0,9594.6,200.6,41.3,10.7,0.0,26,0,0,0,0,0,6,6,1,0,1.344,0.1747,0.0529,0.0138,0.0077,2672.1,156.8,34.2,9.5,5.4,1.185,0.1677,0.0435,0.0082,0.0012,6741.0,172.3,44.0,10.7,1.2,1.2152,0.8464,0.404,0.2841,0.1366,0.0561,0.0277,0.0124,0.0072,0.0048,0.0041,8518.0,848.4,240.0,131.0,57.6,26.0,12.5,5.9,3.3,2.2,2.3,0.0,0.0,0.0,0.0,0.0,0,99,71,26,3,0,81,59,17,18
1,1,44799,5,Vs. Bryant,Pla,all,game,game,44799.84509,44799.90252,4962,4.1089,145.478,31,752.5102,1,0.0,0.0,275.5874,6.1334,79.9593,6.0437,32.6306,0,6.0,4.2223,2.8083,0.9768,0.2334,0.0804,0.01,4416.3,440.3,78.8,23.6,2.6,22,1,0,0,0,0,17,12,1,1,1.7198,0.2853,0.058,0.021,0.0105,2046.3,217.3,39.0,12.4,6.1,1.6917,0.2638,0.0484,0.0097,0.0008,2369.7,216.9,43.5,9.6,0.8,0.9551,1.2588,0.8648,0.557,0.2757,0.1099,0.0401,0.0224,0.0118,0.0066,0.0068,2751.2,1266.2,498.1,253.3,111.6,43.3,16.4,9.8,5.3,2.9,3.5,0.0,0.0,0.0,0.0,0.0,0,163,85,29,5,0,175,66,22,21
1,1,44799,5,Vs. Bryant,McCann,all,game,game,44799.84055,44799.91027,6023,2.1837,117.696,21,410.9346,0,0.0,0.0,168.9229,6.6734,35.0095,2.7187,13.5476,0,4.6371,5.6334,1.3739,0.5883,0.1484,0.0497,0.0235,5690.3,262.2,50.2,14.5,6.0,23,0,0,0,0,0,11,8,2,0,0.8863,0.1718,0.0511,0.0138,0.0028,1489.9,126.1,32.0,8.3,1.6,0.8446,0.1665,0.0404,0.0056,0.0009,4186.7,136.3,35.3,6.1,0.9,0.543,0.4984,0.4713,0.342,0.1705,0.0889,0.0341,0.017,0.0086,0.0047,0.0054,4984.3,481.5,270.1,152.6,69.4,35.1,15.1,6.9,3.6,2.0,2.6,0.0,0.0,0.0,0.0,0.0,0,79,67,16,4,0,57,61,27,8
1,1,44799,5,Vs. Bryant,Medico,all,game,game,44799.81203,44799.8244,1068,0.4156,17.167,1,73.4218,0,0.0,0.0,30.7518,6.1734,37.5772,2.7387,11.7944,0,3.2889,4.2593,0.3523,0.049,0.0036,0.0068,0.0038,1041.7,22.5,1.2,1.9,1.0,0,0,0,0,0,0,0,1,0,0,0.198,0.0247,0.0044,0.0001,0.0,379.4,24.9,3.1,0.1,0.0,0.1628,0.0196,0.004,0.0018,0.0001,627.9,26.4,4.6,1.8,0.1,0.1871,0.1154,0.0654,0.0269,0.0074,0.0061,0.0023,0.0015,0.0007,0.0012,0.0016,895.8,111.2,39.7,13.3,3.1,2.0,0.9,0.8,0.3,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0,20,6,3,1,0,16,8,1,0
1,1,44801,7,Vs. Merrimack,McCann,1Q,game,game,44801.50425,44801.51825,1210,0.7363,137.849,10,145.2319,0,0.0,0.0,50.4052,6.6845,58.7593,4.7833,24.44,0,4.8489,4.563,0.3099,0.2658,0.0749,0.0696,0.016,1043.4,117.0,25.2,20.2,4.1,10,0,0,0,0,0,3,5,1,1,0.2677,0.0658,0.0212,0.0072,0.0019,297.8,42.0,11.5,3.7,0.8,0.2918,0.0613,0.0156,0.003,0.0009,795.8,41.9,12.4,3.1,0.9,0.0912,0.1138,0.1625,0.1552,0.1125,0.0482,0.0277,0.0107,0.0085,0.0038,0.0022,865.4,108.2,89.7,66.9,41.8,18.1,10.1,4.0,3.1,1.5,1.1,1210.0,0.0,0.0,0.0,0.0,0,21,21,11,2,0,23,18,9,4
1,1,44801,7,Vs. Merrimack,Pla,all,game,game,44801.4743,44801.57374,8591,5.46,89.575,19,996.4064,0,0.0,0.0,388.6943,6.2001,61.3689,4.6216,24.3261,0,5.84,4.4089,4.0455,1.2039,0.1549,0.0507,0.005,7971.5,550.8,52.8,14.8,1.3,14,0,0,0,0,0,13,3,3,0,2.3341,0.3899,0.0814,0.0239,0.0062,3481.5,313.2,54.6,15.8,3.7,2.1716,0.3711,0.0722,0.0086,0.0009,4305.4,337.1,69.2,9.7,1.0,1.48,1.6851,1.2123,0.6605,0.2433,0.0974,0.0363,0.0237,0.0114,0.0041,0.0059,5699.6,1678.8,706.4,315.3,109.3,44.5,16.7,10.9,5.0,1.9,2.8,8591.3,0.0,0.0,0.0,0.0,0,245,154,31,4,0,252,113,41,21
1,1,44801,7,Vs. Merrimack,Burns,4Q,game,game,44801.55174,44801.56939,1525,0.0576,0.0,0,9.0684,0,0.0,0.0,6.7977,1.7667,3.6477,0.237,0.3017,0,0.0,0.0,0.0576,0.0,0.0,0.0,0.0,1524.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.029,0.0006,0.0001,0.0,0.0,169.8,1.1,0.1,0.0,0.0,0.0278,0.0002,0.0,0.0,0.0,1352.9,0.7,0.0,0.0,0.0,0.0491,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.5,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,44801,7,Vs. Merrimack,Balduzzi,4Q,game,game,44801.55174,44801.56939,1524,1.1797,27.272,4,205.8068,0,0.0,0.0,70.0253,5.7845,74.747,5.3795,31.0397,0,3.6578,4.4667,0.9432,0.1895,0.03,0.0166,0.0004,1424.6,84.7,10.2,4.9,0.1,4,0,0,0,0,0,3,0,1,0,0.5292,0.0648,0.0071,0.0008,0.0,676.6,59.4,5.2,0.5,0.0,0.5181,0.0518,0.0062,0.0013,0.0004,722.9,51.8,6.1,1.5,0.5,0.309,0.5052,0.1859,0.1024,0.0439,0.0194,0.0086,0.0029,0.0008,0.0009,0.0007,823.2,516.0,107.7,45.6,17.9,7.7,3.7,1.3,0.4,0.5,0.5,1524.5,0.0,0.0,0.0,0.0,0,42,14,5,1,0,40,13,4,0
1,1,44801,7,Vs. Merrimack,Medico,all,game,game,44801.47164,44801.59617,10760,2.0294,69.586,8,363.0957,0,0.0,0.0,156.4515,6.1423,18.2121,1.3448,6.294,0,5.4489,5.3852,1.7388,0.1984,0.049,0.0398,0.0034,10640.2,90.2,16.5,11.7,0.9,7,0,0,0,0,0,4,1,1,2,0.92,0.1143,0.0351,0.0095,0.0025,1887.4,112.3,25.7,5.7,1.5,0.7998,0.1203,0.0239,0.0034,0.0006,8548.4,149.7,23.4,4.4,1.0,0.7626,0.638,0.3637,0.1228,0.0763,0.0354,0.0121,0.0078,0.0052,0.0026,0.0029,9791.6,621.5,224.9,61.9,31.5,14.4,5.3,3.2,2.6,1.2,1.4,10759.5,0.0,0.0,0.0,0.0,0,96,44,11,1,0,64,37,11,10
