Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (miles),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
44845,Tuesday Practice 10/11,Ferriolo,all,training,44845.65049,44845.74499,8165,3.4091,322.517,26,652.2994,0,0,0,269.2856,6.6845,40.317,3.1834,15.1007,0,6,5.2712,2.395,0.6356,0.1782,0.1463,0.0541,7761.5,287.7,59.9,42.3,13.8,43,0,0,0,0,0,12,7,3,4,1.3601,0.3077,0.0833,0.0292,0.0099,2696.5,259.3,56.1,17.2,5.5,1.2589,0.27,0.0667,0.0197,0.0036,4792.2,250.4,63,21.2,3.8,0.9769,0.9328,0.5939,0.3686,0.2603,0.1353,0.062,0.0315,0.0188,0.0112,0.0178,6496.9,925.5,351.7,176.2,104.2,51.2,24.8,13.4,7.7,5.3,8.3,0,0,0,0,0,0,150,101,45,20,0,132,105,47,23
44845,Tuesday Practice 10/11,Curley,all,training,44845.65069,44845.7456,8201,1.9758,23.358,4,339.6156,0,0,0,179.975,6.6645,23.2636,1.6503,4.9875,0,5.063,4.8178,1.7378,0.2006,0.0228,0.0041,0.0104,8100.1,88.8,7.8,1.2,2.6,9,0,0,0,0,0,1,2,0,1,0.9593,0.1016,0.0127,0.0028,0.0003,2529.5,134.2,11.7,2.1,0.2,0.8099,0.0702,0.0146,0.0041,0.0002,5366.7,131,20.4,4.5,0.2,1.0915,0.5145,0.1838,0.1165,0.035,0.0176,0.0057,0.0037,0.0027,0.0011,0.0037,7457,551.2,108.3,53.2,15.9,7.3,2.5,2,1,0.5,1.6,0,0,0,0,0,0,41,24,12,2,0,41,19,5,2
44845,Tuesday Practice 10/11,Burns,all,training,44845.64985,44845.74642,8343,3.6718,193.481,16,660.0497,0,0,0,257.5958,6.2889,42.4964,3.1526,15.2989,0,4.4684,4.1969,2.753,0.6508,0.1478,0.0995,0.0207,7964.3,294.8,49.7,28.9,5.4,7,0,0,0,0,0,6,3,1,6,1.5829,0.2481,0.0565,0.0125,0.0016,2781.5,228.1,42.1,7.7,1,1.5102,0.2143,0.038,0.0073,0.0004,5007.1,227.6,39.1,8.5,0.4,1.1708,1.1074,0.646,0.3726,0.2086,0.0962,0.0441,0.016,0.0053,0.0025,0.002,6512,1134,376.3,172.6,80.7,37,18,7.6,2.5,1.2,1.2,0,0,0,0,0,0,159,60,25,2,0,112,72,23,8
44845,Tuesday Practice 10/11,Rodrigo,all,training,44845.64965,44845.743,8065,3.0988,88.583,22,563.5198,0,0,0,255.3502,6.2489,37.1012,2.7842,10.0146,0,5.6408,4.6707,2.5234,0.3774,0.1429,0.0496,0.0054,7832.6,168.6,48,14.6,1.4,70,0,0,0,0,0,12,8,2,0,1.3024,0.2267,0.0667,0.0231,0.0057,3168.8,246.6,46.5,12.9,3,1.2223,0.1923,0.0492,0.0098,0.0008,4271,251.3,52.1,11.8,1.2,1.4128,0.8166,0.3407,0.2398,0.1519,0.0644,0.0274,0.0209,0.0121,0.0051,0.0071,6771.1,852.4,207.3,114.3,61.4,26.8,11.8,8.8,5.4,2.5,3.4,0,0,0,0,0,0,114,68,27,3,0,105,72,24,14
44845,Tuesday Practice 10/11,Medico,all,training,44845.65052,44845.74648,8291,3.0584,138.679,24,568.5975,0,0,0,225.7912,7.1334,35.6197,2.7328,13.5686,0,6,4.4223,2.3437,0.4875,0.141,0.045,0.0412,7999.2,221.2,47.6,13.1,10.1,21,0,0,0,0,0,19,1,1,3,1.3131,0.2138,0.068,0.0226,0.0057,2285.3,185.7,44.1,13.3,2.5,1.1586,0.208,0.0511,0.016,0.0015,5489.3,205.2,48.5,15.4,1.9,0.9197,0.9521,0.565,0.2929,0.1357,0.0844,0.044,0.0245,0.0159,0.0105,0.0138,6740.9,936.5,340.3,137.8,57.3,32.1,18.1,10.2,7,4.7,6.3,0,0,0,0,0,0,138,68,33,8,0,116,64,36,7
44845,Tuesday Practice 10/11,McFadden,all,training,44845.64999,44845.74312,8047,3.5289,200.778,21,641.1269,3,0,0,281.1742,6.5334,42.3451,3.175,14.2245,0,5.9297,4.9657,2.739,0.5214,0.1438,0.0882,0.0366,7724.9,238.4,48.3,25.6,9.5,38,3,0,0,0,0,10,5,5,1,1.5298,0.2508,0.0565,0.0145,0.0047,3098.8,222.6,40.2,10,2.9,1.4033,0.2068,0.0503,0.0109,0.0013,4369.3,233.8,53.8,13.6,1.7,1.256,1.0571,0.5406,0.2891,0.1892,0.1172,0.0409,0.0202,0.0096,0.0031,0.0058,6357.4,1077.4,317.4,138.7,77.5,43.7,16.6,9.2,4.2,1.7,2.9,0,0,0,0,0,0,129,68,38,5,0,116,72,30,12
44845,Tuesday Practice 10/11,Pla,all,training,44845.64946,44845.74543,8292,2.7188,139.919,21,496.6726,1,0,0,228.9388,6.3556,31.66,2.3869,7.68,0,5.3231,4.9536,2.1993,0.3395,0.0931,0.0652,0.0217,8084.5,151.5,31.2,18.9,5.6,31,1,0,0,0,0,16,4,0,1,1.1548,0.1879,0.0598,0.0196,0.0078,2967.8,173.8,40.1,11.3,4.1,1.0552,0.1763,0.0461,0.0095,0.0017,4858.2,178.4,45.8,10.4,1.8,1.3031,0.6433,0.2866,0.2031,0.1191,0.0719,0.0382,0.0238,0.013,0.009,0.0079,7219.3,683.7,175.7,96.9,49.9,28.7,15.4,9.5,5.1,3.5,4,0,0,0,0,0,0,79,66,28,6,0,66,69,21,19
44845,Tuesday Practice 10/11,Doyle,all,training,44845.65016,44845.74582,8265,4.261,293.253,27,786.0469,1,0,0,337.0562,6.7312,49.7813,3.79,18.2758,0,4.8223,5.6534,3.0094,0.8529,0.2164,0.1423,0.04,7758,382.2,73,41.1,10.2,46,1,0,0,0,0,14,6,3,4,1.833,0.3212,0.0782,0.0147,0.0028,2929.2,271.8,52.8,8.7,1.8,1.6625,0.2657,0.0662,0.0139,0.0027,4660.5,262.8,60.1,14,2.8,1.2206,1.1894,0.8212,0.4863,0.2644,0.1426,0.0625,0.0342,0.017,0.0076,0.0151,6176.9,1177.6,478.3,219.2,102.4,53.1,25,14,7.4,3.5,7.1,0,0,0,0,0,0,168,93,32,11,0,165,94,23,9
44845,Tuesday Practice 10/11,Myers,all,training,44845.6497,44845.7443,8174,3.356,274.883,29,649.6394,0,0,0,282.3734,7.5378,39.6448,3.1672,13.6403,0,5.8667,5.2134,2.4071,0.5883,0.1898,0.0963,0.0745,7798.2,264.9,64.1,28,18.4,11,0,0,0,0,0,19,7,2,1,1.3215,0.3146,0.1015,0.0299,0.0079,3262.7,243.7,67.9,17.8,4.4,1.1969,0.2701,0.0894,0.0192,0.0049,4232.6,241.2,79.3,18.6,5.4,1.1256,0.7983,0.5522,0.3482,0.2177,0.1256,0.0818,0.0419,0.0245,0.0138,0.0266,6674,785.2,332.7,166.3,90.7,47.4,31.2,17.4,10.3,5.9,12.5,0,0,0,0,0,0,115,120,44,18,0,125,99,36,22
44845,Tuesday Practice 10/11,Wasyliw,all,training,44845.67889,44845.74501,5712,2.0081,86.44,16,147.0866,0,0,0,163.2031,5.8934,33.9474,2.6603,10.1049,0,5.6607,4.8223,1.4921,0.3266,0.1357,0.0526,0.0011,5507.9,142.3,46.1,15.5,0.3,70,0,0,0,0,0,9,5,1,1,0.8377,0.1455,0.0521,0.0229,0.0081,1898.6,123.3,32,12.3,4.2,0.7406,0.1341,0.0509,0.0144,0.0019,3464.4,121.1,40.6,13.5,2.1,0.7373,0.5872,0.1934,0.2088,0.124,0.0556,0.039,0.0288,0.0124,0.0092,0.0125,4764,623.9,114.2,90.9,47.3,24.5,17.8,12.8,5.9,4.5,6.3,0,0,0,0,0,0,47,42,31,10,0,55,33,19,18
44846,Wednesday Practice 10/12,Wasyliw,all,training,44846.68305,44846.7521,5966,2.4781,113.54,36,186.8145,1,0,0,198.5809,6.3023,40.1085,3.2349,14.093,0,5.7051,5.0778,1.733,0.4668,0.2077,0.0637,0.0069,5672.1,203.3,70.3,18.6,1.8,63,1,0,0,0,0,28,8,0,0,0.9858,0.2527,0.0685,0.0242,0.0066,1937.4,191.3,40.7,13.8,3.4,0.8348,0.2124,0.0707,0.0207,0.0018,3515.8,185.6,56.6,19.5,2,0.7597,0.6936,0.3061,0.3094,0.1716,0.0976,0.0624,0.0317,0.0193,0.0099,0.0167,4761.2,711.3,184.5,132.9,70.5,41.7,27.3,14.7,9.1,4.7,8.2,0,0,0,0,0,0,84,56,59,10,0,84,66,34,16
44846,Wednesday Practice 10/12,Pla,all,training,44846.68313,44846.74519,5362,1.9822,32.41,23,365.7134,0,0,0,152.8492,5.9534,35.6954,2.718,8.958,0,6,4.3148,1.4959,0.3324,0.1338,0.019,0.0011,5165.6,144.8,45.4,5.6,0.3,17,0,0,0,0,0,21,2,0,0,0.8547,0.1793,0.0283,0.005,0.0033,1937.6,144.9,18.5,2.7,1.5,0.7332,0.1314,0.0362,0.0098,0.0009,3084.8,129.3,31.8,9.3,1.3,0.9258,0.4039,0.2059,0.2128,0.1056,0.0614,0.0306,0.0166,0.0062,0.0062,0.0071,4623.8,422.4,122.6,92.5,42.3,27.5,13.6,7.2,3,3,3.8,0,0,0,0,0,0,43,38,28,5,0,59,43,10,3
44846,Wednesday Practice 10/12,Doyle,all,training,44846.68304,44846.75223,5978,2.7458,61.258,24,510.442,2,0,0,217.731,5.7823,44.3521,3.4024,15.4576,0,5.0371,4.6223,2.044,0.5257,0.1381,0.0381,0,5685.5,234.8,46.8,11.2,0,11,2,0,0,0,0,21,3,0,0,1.1548,0.2496,0.0473,0.0083,0.0019,2253.2,212.6,31.4,4.6,0.9,1.0188,0.2073,0.0476,0.0095,0.0006,3216,201.8,46.5,10.5,0.8,0.9381,0.7062,0.4957,0.296,0.1725,0.0705,0.0361,0.0152,0.0093,0.0027,0.0037,4720.4,688.7,295.8,136.5,73.8,31.6,16.9,6.8,4.5,1.3,2,0,0,0,0,0,0,114,72,36,3,0,125,61,17,3
44846,Wednesday Practice 10/12,Curley,all,training,44846.68437,44846.74642,5361,0.949,8.084,2,165.5168,0,0,0,97.602,5.3489,17.0925,1.2302,3.1355,0,3.4934,4.7152,0.9015,0.0254,0.017,0.005,0,5342.6,11.6,5.5,1.5,0,7,0,0,0,0,0,0,2,0,0,0.4505,0.0682,0.0095,0.0007,0,1334.2,92.5,7.8,0.6,0,0.3626,0.0454,0.0093,0.0024,0.0004,3814.5,94.5,13.8,2.9,0.4,0.615,0.2204,0.0608,0.0192,0.0199,0.0064,0.0033,0.0008,0.0009,0.0013,0.0009,5064.8,227.4,43,11.4,7.6,3.2,1.7,0.4,0.7,0.5,0.5,0,0,0,0,0,0,35,17,5,3,0,30,25,3,0
44846,Wednesday Practice 10/12,Medico,all,training,44846.68318,44846.75253,5992,2.7099,44.804,25,514.865,0,0,0,189.5382,5.6956,43.6695,3.424,16.2366,0,5.8312,4.6263,1.8058,0.7038,0.1725,0.0278,0,5613.1,311.8,58.8,8.3,0,11,0,0,0,0,0,20,5,0,0,1.1654,0.2389,0.0571,0.0162,0.0024,1820.4,190.6,39.1,10.2,1.4,0.9427,0.2089,0.0661,0.011,0.0013,3663.2,196.1,56.6,13,1.4,0.7582,0.676,0.5163,0.4133,0.1712,0.083,0.0462,0.0226,0.0135,0.0059,0.0037,4679.8,677.3,296.6,182,73.3,37.6,21.8,11.3,7.2,3,2.1,0,0,0,0,0,0,107,78,33,10,0,114,54,29,6
44846,Wednesday Practice 10/12,McFadden,all,training,44846.68337,44846.75293,6010,3.0022,22.302,23,564.677,0,0,0,234.8904,5.82,48.236,3.7442,16.49,0,4.4566,5.0356,2.209,0.6568,0.1226,0.0139,0,5674,289.4,42.2,4.1,0,36,0,0,0,0,0,21,2,0,0,1.2336,0.2689,0.0785,0.0158,0.0013,2272.7,218.3,50.1,10.4,0.9,1.0851,0.2503,0.0554,0.012,0.0013,3149.6,234.1,57.4,14.1,2.1,1.0389,0.7591,0.4782,0.4011,0.172,0.0812,0.041,0.015,0.0093,0.0032,0.0033,4626.6,759.5,286.8,183.5,78.7,38.6,19.7,7.5,4.9,1.9,2,0,0,0,0,0,0,111,99,28,9,0,102,94,31,6
44846,Wednesday Practice 10/12,Ferriolo,all,training,44846.68357,44846.74679,5463,2.51,98.112,21,486.8055,0,0,0,200.0148,6.7378,44.3644,3.551,15.6184,0,5.3467,5.1734,1.7285,0.5807,0.1398,0.047,0.0139,5140.5,257.6,47.5,13.7,3.5,17,0,0,0,0,0,17,4,0,0,0.9844,0.2712,0.0615,0.0182,0.0045,2152.5,217.4,38.4,11.1,2.3,0.869,0.2204,0.0634,0.0155,0.0018,2766.2,203,53.8,15.9,2.2,0.7928,0.6016,0.4156,0.3291,0.1707,0.0918,0.0473,0.0287,0.016,0.007,0.0093,4304.9,601.2,245.1,147.7,73.4,39.9,21.5,13.2,7.4,3.5,5,0,0,0,0,0,0,93,66,45,10,0,97,77,32,9
44846,Wednesday Practice 10/12,Rodrigo,all,training,44846.68314,44846.75284,6023,2.4829,9.19,8,465.4207,0,0,0,206.0188,5.18,39.8055,3.0794,12.4396,0,5.2356,4.865,1.995,0.4226,0.0596,0.0057,0,5809.9,190.7,20.4,1.7,0,43,0,0,0,0,0,6,2,0,0,1.0369,0.2247,0.0594,0.0148,0.0048,2366.9,209.1,42,9.3,2.8,0.8984,0.1794,0.047,0.0149,0.0026,3114.8,206.7,50,18.9,2.2,1.0005,0.6523,0.398,0.2303,0.1039,0.0493,0.02,0.0098,0.0062,0.0045,0.0082,4900.8,668,239.2,112.7,50.2,25.6,10.3,5.6,3.2,2.5,4.6,0,0,0,0,0,0,85,65,42,13,0,92,78,26,11
44846,Wednesday Practice 10/12,Myers,all,training,44846.6828,44846.75257,6028,2.5653,43.187,17,497.2792,0,0,0,207.4495,5.5578,41.0925,3.2871,15.2132,0,5.04,5.0489,1.795,0.6198,0.1236,0.0268,0,5704,274.4,41.9,8,0,4,0,0,0,0,0,13,4,0,0,1.0306,0.2763,0.0679,0.0187,0.0007,2269.7,220.1,44.5,11.3,0.4,0.8645,0.217,0.0688,0.0187,0.0019,3205.3,186.7,67.1,21.1,2.1,0.7826,0.6484,0.4504,0.3431,0.163,0.0828,0.0448,0.0243,0.0102,0.006,0.0097,4805,644,261.9,157.7,73.5,38.6,21.5,12.6,5.5,3,5,0,0,0,0,0,0,90,84,58,11,0,119,91,39,3
44846,Wednesday Practice 10/12,Burns,all,training,44846.68306,44846.75283,6028,2.302,20.863,16,431.2635,0,0,0,158.6529,5.8912,36.8752,2.8508,14.462,0,4.4037,4.5067,1.6865,0.5119,0.0906,0.0122,0.0008,5765.6,227.8,31,3.6,0.2,1,0,0,0,0,0,15,1,0,0,0.9344,0.2124,0.058,0.0079,0.0011,1578.8,175.3,38.5,4.9,0.6,0.8532,0.182,0.0464,0.0063,0.0004,4010,168.4,44,7.4,0.3,0.6489,0.7107,0.3982,0.3103,0.1246,0.0628,0.0261,0.0112,0.0058,0.0021,0.0015,4827.5,712.6,232.1,144.6,57.3,30.7,12.8,6.1,2.6,1.1,0.8,0,0,0,0,0,0,92,77,29,2,0,107,81,11,3
44846,Wednesday Practice 10/12,Johnson,all,training,44846.6839,44846.75275,5949,2.1875,33.866,16,400.1964,0,0,0,181.7346,5.7689,35.5059,2.6809,8.387,0,4.8223,4.2978,1.7566,0.3217,0.0882,0.0207,0.0004,5770.1,142.2,30,6.1,0.1,34,0,0,0,0,0,13,3,0,0,0.9463,0.1841,0.039,0.0096,0.0015,2372.7,163.2,26.7,6.4,0.8,0.808,0.1519,0.0393,0.0073,0.0004,3174.5,156.5,39.1,8,0.6,1.1005,0.4518,0.2348,0.1909,0.0958,0.0632,0.026,0.0132,0.0054,0.0031,0.0029,5143.9,480.6,139.5,88.3,43.5,28.4,11.9,6.5,2.6,1.6,1.7,0,0,0,0,0,0,76,53,23,4,0,71,45,19,5
44846,Wednesday Practice 10/12,Hughes,all,training,44846.68345,44846.74853,5623,2.2353,25.065,12,417.0193,0,0,0,173.2329,5.5867,38.3852,2.9556,13.0992,0,5.2297,4.0356,1.6388,0.5099,0.071,0.0156,0,5368.2,225.4,24.3,4.6,0,6,0,0,0,0,0,9,3,0,0,0.8881,0.2008,0.0494,0.0161,0.0028,2264,175.9,38.1,10.4,1.7,0.8634,0.1627,0.0433,0.0084,0.0004,2909.4,166.9,45.6,9.9,0.6,0.7288,0.6387,0.3553,0.2848,0.1242,0.0549,0.0288,0.0117,0.005,0.0017,0.0012,4514.6,662,207.6,131.4,56.7,25.6,14.8,5.6,2.5,1,0.7,0,0,0,0,0,0,84,64,32,2,0,65,73,30,6
44846,Wednesday Practice 10/12,Balduzzi,all,training,44846.68333,44846.75248,5974,2.3421,44.729,21,441.9423,0,0,0,179.4645,5.68,37.8567,2.9478,11.5846,0,5.3289,4.5519,1.8264,0.369,0.119,0.0278,0,5760.9,165.1,40,8.3,0,8,0,0,0,0,0,19,2,0,0,0.9821,0.2183,0.0521,0.0186,0.0032,2369.2,185,36.7,12.1,2,0.8333,0.1624,0.0551,0.0143,0.0027,3124.3,171.8,54,16.4,2.8,0.9671,0.5507,0.361,0.2086,0.1199,0.0553,0.0367,0.0217,0.0112,0.0037,0.0062,4987.1,556.3,215.5,97,52.1,26,18,10.3,5.9,2.4,3.7,0,0,0,0,0,0,75,59,40,11,0,86,65,30,13
44846,Wednesday Practice 10/12,Reilly,all,training,44846.6829,44846.75282,6042,2.5325,26.86,17,469.0791,0,0,0,195.957,5.9534,40.4737,3.094,12.7832,0,5.4465,4.4667,1.8748,0.5253,0.1158,0.0163,0.0004,5764.3,232.6,39.7,4.8,0.1,7,0,0,0,0,0,13,4,0,0,1.0484,0.2252,0.0485,0.01,0.0017,2301.4,181.1,30.9,6.2,1,0.9688,0.1756,0.0442,0.0098,0.0002,3309.1,158.1,43.4,10,0.3,0.9741,0.5983,0.3849,0.3024,0.1545,0.0671,0.0267,0.0172,0.0042,0.0009,0.0023,4947.4,604.5,224.5,138.7,70.4,31.1,12.7,8.2,2.2,0.5,1.3,0,0,0,0,0,0,82,70,32,3,0,81,68,21,6
44846,Wednesday Practice 10/12,Espona,all,training,44846.68339,44846.742,5064,2.3314,63.838,20,444.8859,0,0,0,175.2119,5.9312,44.4559,3.501,14.7323,0,5.2667,5.2089,1.6969,0.4517,0.1432,0.0363,0.0034,4805.6,198.2,48.4,10.6,0.9,33,0,0,0,0,0,15,4,0,1,0.9785,0.2127,0.0596,0.0165,0.0038,1992.1,171.7,39.7,10.3,2.1,0.8141,0.172,0.0546,0.0166,0.0031,2608.8,168,49.8,17.3,3.9,0.8273,0.5975,0.3284,0.2769,0.1416,0.0635,0.0404,0.0246,0.0147,0.0058,0.0107,4006.8,604.7,194.8,122.7,59,29,19,11.7,7.3,2.8,5.9,0,0,0,0,0,0,78,56,41,14,0,80,74,25,14
44846,Wednesday Practice 10/12,Hackman,all,training,44846.68305,44846.75235,5988,2.0549,20.996,8,380.605,0,0,0,148.4651,5.44,33.1363,2.5329,11.2546,0,6,5.1423,1.6629,0.3329,0.046,0.013,0,5818.2,150,15.7,3.9,0,29,0,0,0,0,0,8,0,0,0,0.8226,0.1514,0.0461,0.0194,0.0071,1595.1,137.7,31.9,11.4,4,0.8301,0.1326,0.0334,0.0101,0.002,4034.1,130.4,30.8,9.8,2.6,0.7114,0.7109,0.289,0.1789,0.0828,0.0378,0.0148,0.0108,0.0058,0.0043,0.0084,4908.3,741.4,171.9,86.2,39.3,18.4,7.3,5.5,2.7,2,4.8,0,0,0,0,0,0,80,45,27,8,0,72,43,23,20
44846,Wednesday Practice 10/12,Tollaksen,all,training,44846.68345,44846.75214,5935,2.7,52.82,18,513.7577,0,0,0,212.0683,5.9312,43.9274,3.4497,14.6834,0,5.8845,5.2623,2.0099,0.5294,0.1279,0.0302,0.0026,5645.1,236.6,43.4,8.8,0.7,79,0,0,0,0,0,15,3,0,0,1.0596,0.2828,0.0703,0.0169,0.005,2179.1,245.8,46,10.8,2.8,0.9617,0.2358,0.0508,0.0145,0.0025,3142,235.3,53,16.8,3,0.962,0.7214,0.3988,0.2966,0.1591,0.0762,0.0427,0.0242,0.0083,0.0053,0.0052,4669,746.6,232.2,139,71,35.9,19.5,10.9,4.6,2.6,3.3,0,0,0,0,0,0,99,74,42,13,0,105,80,27,15
44846,Wednesday Practice 10/12,McCann,all,training,44846.68323,44846.75349,6070,2.7116,120.112,31,534.3141,0,0,0,205.4618,6.1534,43.1365,3.5075,14.0683,0,4.8364,6,1.8284,0.609,0.1997,0.0686,0.0061,5712.3,268.6,67.6,20.3,1.6,52,0,0,0,0,0,25,5,0,1,1.0855,0.2651,0.0875,0.0305,0.0062,2048,201.8,56.7,17.8,3.4,0.9075,0.2184,0.085,0.0204,0.0057,3452.4,188.7,72.4,22.1,7.1,0.9208,0.5554,0.4311,0.3513,0.2192,0.0963,0.0574,0.0303,0.0141,0.0115,0.0244,4899.4,564.4,250.9,158,90.5,42.3,25.8,14.7,6.6,5.4,12.4,0,0,0,0,0,0,79,98,50,20,0,66,97,45,17
44845,Tuesday Practice 10/11,McCann,all,training,44845.66234,44845.7457,7203,2.6942,70.481,17,502.3837,0,0,0,214.6096,6.16,36.118,2.7793,10.6773,0,5.5423,4.9378,2.1611,0.3762,0.1131,0.0372,0.0065,6982,170.2,38.3,10.9,1.7,49,0,0,0,0,0,12,2,2,1,1.088,0.213,0.0692,0.0269,0.0109,2354.7,209,52.3,17.6,7.2,1.0183,0.1993,0.0557,0.012,0.0011,4264,217.6,58.8,19.9,2,1.1807,0.595,0.4122,0.2388,0.1376,0.0721,0.0311,0.0158,0.0058,0.0034,0.0018,6113.6,594.8,252,119.8,62.4,33.3,14.5,7.4,2.6,1.6,1.1,0,0,0,0,0,0,81,115,36,2,0,76,69,39,31
44846,Wednesday Practice 10/12,Alexis Rainey,all,training,44846.68338,44846.75376,6081,3.0415,53.753,25,531.3554,0,0,0,274.406,5.7978,48.2958,3.8688,16.8522,0,6,5.0623,2.3003,0.5701,0.1377,0.033,0.0004,5771.8,252.6,46.8,9.8,0.1,109,0,0,0,0,0,23,2,0,0,1.1658,0.3059,0.0981,0.0311,0.0042,2558.2,267.8,70.3,20.6,2.8,1.0718,0.2676,0.0711,0.0227,0.0032,2790.4,274.3,69.1,23.4,4.2,0.9906,0.8886,0.4572,0.3345,0.1661,0.0881,0.0492,0.0319,0.0166,0.0089,0.0098,4569.6,905.2,277.2,157.2,73.3,40,23.5,15.3,9.1,4.9,5.8,0,0,0,0,0,0,158,89,51,18,0,125,87,55,16
44846,Wednesday Practice 10/12,Streib,all,training,44846.6828,44846.75272,6041,1.097,14.247,2,192.4883,0,0,0,142.9329,5.6445,17.5342,1.2697,3.6683,0,3.6821,3.7842,1.0184,0.0566,0.0131,0.0089,0,6008.5,25.5,4.3,2.6,0,5,0,0,0,0,0,1,1,0,0,0.4915,0.0897,0.0137,0.0026,0,2680.2,115.7,12.7,2,0,0.4269,0.0615,0.0089,0.002,0,3096.2,117.5,13.7,2.8,0.1,0.6714,0.2611,0.087,0.035,0.0226,0.0116,0.0063,0.0013,0.0001,0,0.0005,5671.8,273.7,57,19.2,10.3,5.1,2.9,0.5,0.1,0,0.3,0,0,0,0,0,0,42,23,8,0,0,47,20,9,0
