Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (miles),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
44827,vs. VCU,Doyle,4Q,game,44827.67556,44827.6913,1360,0.5445,8.125,4,101.7223,0,21.0107,3.2117,42.9382,5.5778,38.6615,2.9805,18.8162,177,3.7778,4.3852,0.3412,0.1647,0.0336,0.005,0,1273.7,73.3,11.5,1.5,0,2,0,0,0,0,0,3,0,0,1,0.2453,0.0414,0.0076,0.0016,0,294.1,28.9,5.2,1.1,0,0.1948,0.0451,0.0076,0.001,0.0001,989.1,33.6,6.6,1.1,0.3,0.0693,0.1559,0.1582,0.1023,0.0334,0.0129,0.0057,0.0033,0.002,0.0005,0.001,1057.5,139.3,91.9,45.2,14.4,6.1,2.8,1.3,0.8,0.2,0.5,949.1,43,190.2,177.6,0,0,21,11,3,1,0,21,7,6,0
44827,vs. VCU,Hughes,4Q,game,44827.67556,44827.6913,1360,0.1464,0,0,23.343,0,0,0,20.6981,1.6445,10.3967,0.684,0.8456,97,0,0,0.1464,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742,0.0024,0.0001,0,0,540,4.5,0.1,0,0,0.068,0.0018,0,0,0,809.4,6,0,0,0,0.1201,0.0263,0,0,0,0,0,0,0,0,0,1329.9,30.1,0,0,0,0,0,0,0,0,0,1359.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44827,vs. VCU,McCann,4Q,game,44827.67556,44827.6913,1360,1.4826,88.497,13,286.267,0,80.3123,14.4517,107.6218,6.1667,105.2623,8.3877,46.1029,188,5.2186,6,0.742,0.5664,0.1192,0.045,0.0099,1052.7,251.1,40.6,13,2.6,32,0,0,0,0,0,8,4,0,1,0.5886,0.1317,0.0312,0.009,0.0029,561.7,92.9,20.4,4.8,1.7,0.568,0.1161,0.0268,0.0061,0.0022,554.1,93.7,23,5.7,2,0.2052,0.2874,0.403,0.3239,0.1457,0.0693,0.0204,0.0098,0.0059,0.0025,0.0096,615.2,272.5,223.9,141.1,58.1,27.5,8.7,4.3,2.7,1.1,4.9,0,67.6,462.7,829.6,0,0,53,40,10,7,0,53,34,15,7
44827,vs. VCU,Hackman,4Q,game,44827.67556,44827.6913,1360,0.5018,33.115,9,99.3404,0,0,0,37.7318,6.1689,35.6254,2.9107,14.3824,80,5.2149,3.9763,0.2618,0.1485,0.0709,0.0167,0.0038,1265.5,64.5,24.1,4.9,1,2,0,0,0,0,0,7,2,0,0,0.191,0.0496,0.0145,0.0034,0.0015,309.6,34.8,8.9,2,0.8,0.1782,0.0479,0.013,0.0027,0,952.4,38.6,10.7,2.2,0,0.0812,0.1058,0.0926,0.1088,0.0606,0.0274,0.0109,0.008,0.0036,0.0009,0.002,1107.2,106.5,54.3,46.4,23.6,11,4.8,3.2,1.6,0.4,1,1359.9,0,0,0,0,0,22,14,6,1,0,19,16,7,4
44827,vs. VCU,Alexis Rainey,4Q,game,44827.67556,44827.6913,1360,1.455,60.989,13,256.62,0,10.3767,0,119.4077,6.0445,103.3061,8.3551,49.3272,148,5.5152,4.7074,0.8527,0.4624,0.1021,0.036,0.0019,1106.2,208.1,34.5,10.6,0.5,55,0,0,0,0,0,6,7,0,0,0.5457,0.1405,0.0379,0.0118,0.0065,547.5,99.5,24,6.9,3.5,0.5315,0.1415,0.0331,0.0057,0.0008,537.6,107.3,27.1,5.5,1,0.1744,0.4109,0.3719,0.2595,0.128,0.0503,0.0258,0.0159,0.0071,0.004,0.0071,530.8,396,213,118.8,52.8,22.2,11.4,6.9,3.1,1.7,3.2,737.2,622.6,0,0,0,0,90,57,16,3,0,74,42,18,14
44827,vs. VCU,Rodrigo,4Q,game,44827.67556,44827.6913,1360,1.1448,43.458,7,215.9938,1,67.154,10.3217,86.0483,5.8489,81.2837,6.3292,34.3187,189,6,4.52,0.8065,0.2574,0.0539,0.027,0,1218.3,115.5,18.2,7.9,0,13,1,0,0,0,0,6,0,1,0,0.4525,0.0902,0.0286,0.0084,0.0045,577.1,71,18.5,5,2.3,0.4492,0.0845,0.0209,0.0057,0.0002,585.4,77.6,17.8,5,0.2,0.2438,0.3682,0.2368,0.1647,0.069,0.0314,0.0167,0.0045,0.0041,0.0024,0.0034,716.5,370.9,139.1,76.9,29.4,12.9,6.9,2.4,2.1,1.1,1.7,0,286.6,472.7,600.6,0,0,51,33,15,2,0,42,26,12,9
44827,vs. VCU,McFadden,4Q,game,44827.67556,44827.6913,1360,1.1797,100.073,14,223.3646,0,62.2723,10.5533,85.9866,6.18,83.7572,6.5452,39.422,192,4.7371,5.6445,0.6322,0.3517,0.1336,0.0584,0.0038,1138.7,158.3,44.8,17.1,1,30,0,0,0,0,0,4,7,3,0,0.4817,0.0898,0.0237,0.0058,0.0021,533.3,60,14.6,3.3,1,0.4671,0.0916,0.0132,0.0032,0.0015,666.4,65.3,10.9,3.2,1.9,0.1347,0.307,0.2851,0.2106,0.154,0.049,0.0199,0.0103,0.0034,0.0021,0.0036,719.5,294.6,159.6,93.6,57.7,18.8,7.7,3.9,1.6,0.9,2,85.8,400.4,259.2,614.6,0,0,54,17,8,5,0,47,26,9,5
44827,vs. VCU,Medico,4Q,game,44827.67556,44827.6913,1360,0.0345,0,0,5.7584,0,0,0,2.8667,2.8534,2.45,0.1687,1.3751,78,0,0,0.0343,0.0002,0,0,0,1359.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129,0.0003,0,0,0,41,0.6,0,0,0,0.0212,0.0001,0,0,0,1317.4,0.9,0,0,0,0.0064,0.0138,0.0143,0,0,0,0,0,0,0,0,1339.7,11.4,8.8,0,0,0,0,0,0,0,0,1359.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44829,vs. Villanova,Myers,4Q,game,44829.55662,44829.57304,1419,0.6673,135.266,11,134.681,0,0,0,54.5618,6.3912,45.4091,3.7821,19.0416,0,5.0556,6,0.3421,0.1927,0.0485,0.05,0.0341,1292.7,86.8,16.3,14.4,8.8,5,0,0,0,0,0,3,7,1,0,0.2516,0.0714,0.0199,0.0071,0.0019,613.4,43.8,12.2,3.8,1.2,0.2308,0.0606,0.0172,0.0044,0.0023,681.8,43.2,12.7,4.2,2.7,0.1093,0.1351,0.148,0.1054,0.0656,0.0506,0.0195,0.012,0.0068,0.0028,0.0122,1095.4,131.4,83.3,47.7,23.7,17.1,7.1,4.3,2.5,1,5.5,0,0,0,0,0,0,31,14,5,7,0,20,19,7,4
44829,vs. Villanova,Rodrigo,4Q,game,44829.55662,44829.57304,1419,1.1855,57.209,4,219.8853,1,0,0,86.96,6.4934,80.6734,6.1749,32.0719,0,5.3289,4.9819,0.8956,0.2146,0.0397,0.0157,0.0198,1296.6,99.5,13.3,4.6,5,20,1,0,0,0,0,1,2,0,1,0.4754,0.0862,0.0269,0.0093,0.0025,600.2,66.8,19.1,5.3,1.3,0.4751,0.0898,0.0166,0.0036,0.0002,629.6,77.1,15,4.3,0.3,0.2996,0.4053,0.252,0.1041,0.048,0.0411,0.014,0.0107,0.0045,0.0025,0.0039,759.6,408.3,148.3,50.9,21.5,15.4,5.9,4.4,2.1,1,1.6,0,0,0,0,0,0,53,26,13,1,0,39,31,13,5
44829,vs. Villanova,Medico,4Q,game,44829.55662,44829.57304,1419,1.5781,84.704,12,296.3867,0,0,0,100.0974,6.1467,107.3869,8.3238,51.9205,0,4.6829,5.2283,0.888,0.5362,0.1013,0.0492,0.0035,1129.6,239.6,34.4,14.4,0.9,2,0,0,0,0,0,4,6,2,0,0.6706,0.1275,0.0235,0.0054,0.0009,587.3,86,14.8,3,0.5,0.6144,0.1113,0.018,0.0052,0.0012,618.8,86.8,15.3,4.9,1.5,0.1764,0.3968,0.4763,0.3092,0.1285,0.0435,0.0258,0.0094,0.0037,0.003,0.0056,558.6,366,269.3,135.6,51.4,17.6,10,4.2,1.8,1.4,3,0,0,0,0,0,0,79,25,10,6,0,74,34,8,5
44829,vs. Villanova,McCann,4Q,game,44829.55662,44829.57304,1419,1.4855,25.899,11,280.6127,0,0,0,106.8166,5.5489,101.0881,7.8808,45.3238,0,6,5.5378,0.8995,0.4927,0.0773,0.0161,0,1166.6,221.3,26.2,4.8,0,28,0,0,0,0,0,7,3,0,1,0.6271,0.1108,0.0301,0.0093,0.0032,590.6,86.5,20.3,6,1.8,0.5649,0.1063,0.0278,0.0042,0.002,592.1,90.6,23.7,5,2.3,0.2306,0.4005,0.4188,0.2672,0.096,0.0326,0.0172,0.0062,0.0056,0.0024,0.0084,604.7,384.5,235.8,119.7,40.8,15.2,7.5,3.2,2.2,1.2,4.1,0,0,0,0,0,0,61,48,9,7,0,51,32,18,8
44829,vs. Villanova,McFadden,4Q,game,44829.55662,44829.57304,1419,0.1991,10.835,1,35.7451,1,0,0,18.7364,5.3912,13.5471,1.0038,4.919,0,3.0756,3.9932,0.1182,0.0625,0.0116,0.0067,0,1385.7,27.4,3.9,2,0,9,1,0,0,0,0,0,0,1,0,0.0944,0.0119,0.0011,0.0005,0,302,8.7,0.9,0.3,0,0.0784,0.0099,0.0023,0.0006,0,1095.1,9.4,2,0.6,0,0.0619,0.0379,0.0354,0.0392,0.0175,0.0032,0.0017,0.0008,0.0008,0.0002,0.0004,1335.8,37.2,19.6,16.8,6.6,1.2,0.7,0.4,0.3,0.2,0.2,0,0,0,0,0,0,7,4,0,1,0,5,3,1,0
44829,vs. Villanova,Doyle,4Q,game,44829.55662,44829.57304,1419,1.0533,49.266,6,195.4501,0,0,0,83.7672,6.4267,71.6773,5.489,34.4774,0,3.7956,5.2089,0.6553,0.3244,0.043,0.0246,0.006,1246.2,149.5,14.4,7.3,1.5,7,0,0,0,0,0,3,3,0,0,0.4315,0.0788,0.0225,0.0031,0,482.3,58.2,13.2,1.9,0,0.4317,0.071,0.0129,0.0015,0.0002,792.8,57.2,11.4,1.7,0.2,0.1405,0.2608,0.3772,0.157,0.0618,0.0288,0.0143,0.0051,0.0034,0.0016,0.0029,848.9,234.5,213.9,74,25.1,11.8,5.7,1.9,1.4,0.7,1,0,0,0,0,0,0,43,29,5,1,0,42,23,7,0
44829,vs. Villanova,Reilly,4Q,game,44829.55662,44829.57304,1419,0.1421,0,0,22.4393,0,0,0,30.2554,1.8511,9.6711,0.6302,0.2044,0,2.5852,0,0.1421,0,0,0,0,1418.8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0754,0.0023,0.0008,0,0,672.1,4,0.9,0,0,0.0625,0.0012,0,0,0,738.2,3.6,0,0,0,0.1308,0.0113,0,0,0,0,0,0,0,0,0,1405.1,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
44829,vs. Villanova,Ferriolo,4Q,game,44829.55662,44829.57304,1419,0.0803,0,0,13.3264,0,0,0,11.8316,3.4111,5.4657,0.3743,0.6977,0,2.1037,2.7152,0.0783,0.002,0,0,0,1417.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0406,0.0035,0.0009,0,0,295.1,5.6,1,0,0,0.0326,0.0018,0.0009,0,0,1111.5,4.4,1.3,0,0,0.0599,0.0157,0.0026,0.0012,0.0006,0,0.0003,0,0,0,0,1398.2,17.8,1.5,0.8,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
44829,vs. Villanova,Pla,4Q,game,44829.55662,44829.57304,1419,1.0682,1.128,2,191.2312,0,0,0,71.0653,4.9978,72.6886,5.3702,30.303,0,5.563,4.5823,0.8816,0.1758,0.01,0.0007,0,1332.3,83.1,3.4,0.2,0,4,0,0,0,0,0,1,1,0,0,0.4644,0.069,0.0135,0.0039,0.0022,632.2,60.8,9.4,2.6,1.1,0.439,0.0619,0.0126,0.0014,0.0003,635.7,62.4,13.1,1.5,0.2,0.2704,0.4412,0.2233,0.0876,0.0279,0.0092,0.0035,0.0026,0.0005,0.0011,0.0009,769.3,448,133.3,45.2,14.1,4.7,1.8,1.4,0.2,0.5,0.5,0,0,0,0,0,0,58,27,4,2,0,55,20,4,4
44829,vs. Villanova,Johnson,4Q,game,44829.55662,44829.57304,1419,1.1285,40.393,14,214.5609,0,0,0,78.2908,5.6378,76.7919,6.0258,31.4821,0,5,4.7519,0.6617,0.3358,0.106,0.0247,0.0004,1227.2,148.4,35.8,7.4,0.1,9,0,0,0,0,0,10,3,1,0,0.4447,0.0979,0.0243,0.0093,0.001,559.8,68.9,15,4.9,0.5,0.43,0.0959,0.0226,0.0024,0.0005,675.3,74.5,16.8,2.4,0.8,0.218,0.2958,0.2242,0.2048,0.1033,0.0389,0.0215,0.0111,0.007,0.0015,0.0024,825,301.8,126,89.9,40.8,16.2,9.1,5.1,3,0.8,1.2,0,0,0,0,0,0,40,31,7,2,0,43,24,12,4
44829,vs. Villanova,Hughes,4Q,game,44829.55662,44829.57304,1419,0.1132,0,0,17.9334,0,0,0,15.7029,1.3333,7.705,0.5037,0,0,0,0,0.1132,0,0,0,0,1418.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579,0.0019,0,0,0,405.4,4.5,0,0,0,0.0528,0.0006,0,0,0,1006.4,2.5,0,0,0,0.1092,0.004,0,0,0,0,0,0,0,0,0,1413.5,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44829,vs. Villanova,Streib,4Q,game,44829.55662,44829.57304,1419,0.1261,0,0,20.2361,0,0,0,25.8739,1.7178,8.5839,0.5683,0.444,0,0,0,0.1261,0,0,0,0,1418.9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0651,0.0038,0.0006,0,0,693.4,7.5,0.8,0,0,0.0551,0.0016,0,0,0,710.9,6.3,0,0,0,0.1067,0.0195,0,0,0,0,0,0,0,0,0,1395.8,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44829,vs. Villanova,Hackman,4Q,game,44829.55662,44829.57304,1419,0.3038,29.361,5,59.0708,0,0,0,27.3553,6.2356,20.6698,1.6588,7.3925,0,4.9956,4.0741,0.1762,0.0771,0.0322,0.0166,0.0016,1369.3,33.6,10.8,4.9,0.4,6,0,0,0,0,0,2,3,0,0,0.1173,0.0266,0.0069,0.0034,0.0017,402.3,18.5,3.2,1.6,0.7,0.1076,0.0341,0.0051,0.0011,0.0001,963.9,24.1,3.6,1,0.1,0.0816,0.0571,0.0465,0.05,0.0307,0.0163,0.0132,0.0034,0.0015,0.0013,0.0021,1287.7,56.3,26.9,21.6,11.5,6.5,5,1.5,0.5,0.6,0.9,0,0,0,0,0,0,10,8,2,1,0,10,4,3,4
44829,vs. Villanova,Balduzzi,4Q,game,44829.55662,44829.57304,1419,1.2796,36.918,4,233.2239,0,0,0,81.1454,5.9778,87.0743,6.5494,41.6702,0,5.04,4.2297,0.9311,0.2916,0.0339,0.0218,0.0011,1265.4,135.6,11.4,6.3,0.3,13,0,0,0,0,0,2,2,0,0,0.5146,0.0955,0.0188,0.0075,0.0028,590,83.3,13.2,4.5,1.7,0.5543,0.0673,0.0151,0.0036,0.0002,640,66.8,14.5,4.7,0.3,0.219,0.4756,0.3425,0.1496,0.0526,0.0194,0.0119,0.0036,0.0019,0.0017,0.0017,638.1,470.9,196.4,73,22.4,8.9,5.1,1.7,1,0.8,0.7,0,0,0,0,0,0,52,27,14,1,0,56,28,5,10
44829,vs. Villanova,Espona,4Q,game,44829.55662,44829.57304,1419,0.601,26.679,8,112.9111,0,0,0,49.7868,5.5378,40.9,3.1708,15.7576,0,3.9071,4.2178,0.3632,0.1517,0.0696,0.0166,0,1324.2,66.4,23.5,4.9,0,7,0,0,0,0,0,6,1,1,0,0.2405,0.0491,0.0149,0.0045,0,605.2,34,9.3,2.6,0,0.2339,0.0448,0.0115,0.0017,0.0002,721,35.2,9.5,1.9,0.3,0.1504,0.1409,0.0985,0.1052,0.0619,0.0236,0.0088,0.0051,0.0026,0.0016,0.0024,1134.8,140.5,56.6,45,23.6,9.8,3.5,2.3,1.2,0.7,1,0,0,0,0,0,0,26,13,3,2,0,17,14,10,0
44829,vs. Villanova,Tollaksen,4Q,game,44829.55662,44829.57304,1419,1.0198,50.716,12,192.9302,0,0,0,69.028,5.6045,69.3959,5.4182,30.0092,0,4.6505,4.24,0.5389,0.3384,0.111,0.0315,0,1222.6,149.6,37.4,9.3,0,19,0,0,0,0,0,5,5,2,0,0.3919,0.0877,0.02,0.0078,0.0032,430.4,62.4,12.6,3.9,1.7,0.4073,0.0871,0.0114,0.0033,0.0002,826.1,68,10.3,3.3,0.2,0.1526,0.2508,0.2161,0.2076,0.1187,0.0428,0.0194,0.0072,0.0032,0.001,0.0004,881,251.2,120.1,89.6,46,17.9,7.6,2.9,1.8,0.6,0.2,0,0,0,0,0,0,47,18,8,2,0,29,28,9,6
44829,vs. Villanova,Alexis Rainey,4Q,game,44829.55662,44829.57304,1419,0.0838,0,0,12.1289,0,0,0,23.0441,2.3934,5.7018,0.3785,0.3383,0,2.1131,2.4926,0.0836,0.0002,0,0,0,1418.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0.0022,0.0003,0,0,592.6,3.9,0.4,0,0,0.0346,0.0018,0.0004,0,0,816.3,4.8,1,0,0,0.0733,0.0089,0.001,0.0006,0,0,0,0,0,0,0,1407.9,9.9,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
44834,vs. UMass,Doyle,4Q,game,44834.67995,44834.69698,1472,0.1687,0,0,27.6177,0,0,0,14.773,2.9467,11.0676,0.7478,4.4099,0,2.1482,2.1148,0.1687,0,0,0,0,1471.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832,0.003,0.0006,0,0,198.5,5,0.6,0,0,0.0793,0.0025,0.0002,0,0,1262.8,4.5,0.3,0,0,0.0565,0.074,0.0374,0.0005,0.0003,0,0,0,0,0,0,1381.6,66.6,22.9,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0
44834,vs. UMass,Pla,4Q,game,44834.67995,44834.69698,1238,1.0779,157.145,8,198.718,0,0,0,69.556,6.7067,84.0758,6.3942,32.4774,0,4.6142,4.7556,0.7462,0.1915,0.0426,0.0655,0.0322,1109.9,87.1,14.1,19.1,8.2,6,0,0,0,0,0,4,1,1,2,0.4507,0.0771,0.015,0.0066,0.002,537.4,61.9,9.8,3.2,0.9,0.4438,0.064,0.015,0.0036,0.0002,553.6,54.5,12.5,4.1,0.5,0.2517,0.3549,0.1916,0.1012,0.0903,0.0388,0.0183,0.0143,0.0083,0.0072,0.0014,654.8,359.3,113.5,47.9,32.3,12.7,6.5,4.7,3.2,2.7,0.8,0,0,0,0,0,0,37,22,11,1,0,48,20,6,4
44834,vs. UMass,Ferriolo,4Q,game,44834.67995,44834.69698,398,0.0208,0,0,3.3481,0,0,0,3.809,1.5378,5.0371,0.3352,0.1508,0,0,0,0.0208,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088,0.0011,0.0001,0,0,92.5,1.7,0.2,0,0,0.0105,0.0003,0,0,0,302.8,0.8,0,0,0,0.0162,0.0046,0,0,0,0,0,0,0,0,0,392.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44834,vs. UMass,Curley,4Q,game,44834.67995,44834.69698,1472,0.4366,0,0,72.1315,0,0,0,38.3921,3.5511,28.6398,1.9531,4.702,0,2.699,3.1,0.3921,0.0445,0,0,0,1449.5,22.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2181,0.0138,0.001,0,0,590.8,25.2,1.1,0,0,0.1959,0.0068,0.0008,0.0002,0,834.3,18.6,1.4,0.3,0,0.2976,0.0565,0.069,0.0118,0.0015,0.0001,0,0,0,0,0,1367,59.2,38.1,6.3,1,0.1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,3,0,0
44834,vs. UMass,Medico,4Q,game,44834.67995,44834.69698,1472,1.1638,18.109,7,217.2421,0,0,0,75.8206,5.4445,76.3405,5.8826,35.9677,0,5.4756,3.8371,0.6756,0.4109,0.066,0.0113,0,1260.6,185.2,22.4,3.4,0,4,0,0,0,0,0,4,1,2,0,0.4675,0.0907,0.0214,0.0056,0.0021,442.1,65.5,14.2,3.9,1.1,0.4723,0.0853,0.0171,0.0016,0,855.8,69.9,16.7,2.4,0,0.1557,0.2827,0.3576,0.2366,0.0886,0.027,0.0104,0.0032,0.0017,0.0003,0,835.5,267.8,203.4,107.3,37.4,12.6,5.1,1.5,0.9,0.1,0,0,0,0,0,0,0,49,37,7,0,0,48,28,12,4
44834,vs. UMass,Wasyliw,4Q,game,44834.67995,44834.69698,1472,1.2312,87.726,13,89.0666,0,0,0,93.4353,6.7912,80.7641,6.2523,37.1203,0,3.9677,3.7334,0.668,0.4155,0.0931,0.0406,0.0139,1235.2,189.5,31.6,11.9,3.5,24,0,0,0,0,0,7,3,2,1,0.4676,0.0988,0.0284,0.0082,0,536.3,71.2,15.8,4.5,0,0.514,0.0994,0.013,0.0018,0,757.5,74.1,10.7,1.6,0,0.1655,0.3096,0.3407,0.2174,0.1102,0.0424,0.0229,0.0124,0.0057,0.0025,0.002,804.9,304.4,188.6,96.9,43.6,16.4,8.6,4.4,2.3,0.8,0.8,0,0,0,0,0,0,50,26,8,0,0,47,33,12,1
44834,vs. UMass,Burns,4Q,game,44834.67995,44834.69698,1472,0.293,0,0,48.8233,0,0,0,18.465,4.1267,19.2173,1.3221,8.9494,0,2.0852,2.0556,0.2385,0.0544,0,0,0,1445.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.0085,0.0003,0,0,241.4,9.9,0.4,0,0,0.1394,0.0057,0.0001,0,0,1209,10.8,0.1,0,0,0.0725,0.1208,0.0776,0.0217,0.0004,0,0,0,0,0,0,1301.6,116.3,43.3,10.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,7,2,0,0
44834,vs. UMass,Rodrigo,4Q,game,44834.67995,44834.69698,1472,1.073,26.985,6,195.3512,0,0,0,80.5081,5.8289,70.3895,5.2894,25.868,0,4.1423,3.6623,0.8147,0.1983,0.0432,0.0168,0,1361.6,90.6,14.5,5,0,21,0,0,0,0,0,3,2,0,1,0.4502,0.0731,0.021,0.0053,0.0001,629.3,58,13.8,3.9,0.1,0.4378,0.0685,0.0122,0.0048,0,685.6,66,10.8,4.2,0,0.3299,0.3526,0.1941,0.0982,0.0554,0.0214,0.008,0.0059,0.0027,0.0022,0.0026,916.5,354.2,113.3,46,22.5,9.4,3.5,2.7,1.3,1.1,1.2,0,0,0,0,0,0,64,14,13,0,0,43,22,12,2
44834,vs. UMass,Hackman,4Q,game,44834.67995,44834.69698,1472,0.2203,0,0,37.0313,0,0,0,23.5642,3.6889,14.4511,1.0027,4.9878,0,3.226,2.2089,0.1945,0.0258,0,0,0,1459,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1039,0.0079,0.001,0.0001,0,431,8.8,0.9,0.1,0,0.102,0.0045,0.0008,0,0,1023.2,6.8,0.8,0,0,0.0863,0.0727,0.0476,0.0121,0.0012,0.0003,0,0,0,0,0,1364.4,72.3,27.6,6.4,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,2,1,0
